Назва,Ціна - $(USD),Ціна - грн(UAH),Місто,Тип палива,Трансмісія,Тип приводу,Пропозиції,VIN-код,Фото,Посилання
Toyota Camry 2021 Prestige+ 2.5 Hybrid e-CVT (218 к.с),37849,1030620,Ужгород,Гібрид (2.5 л),Варіатор,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-camry__1268462-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-camry-1862903.html
Toyota Corolla 2021 Live 1.6 AT (132 к.с),23003,626382,Ужгород,Бензин (1.6 л),Варіатор,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-corolla__1268470-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-corolla-1862904.html
Toyota Land Cruiser Prado 2021 Elegance 2.8 D-4D AT (200 к.с) 4WD,52699,1435000,Київ,Дизель (2.8 л),Автомат,Повний привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-land-cruiser-prado__1277871-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-land-cruiser-prado-1863309.html
Toyota RAV4 2021 Active 2.5 Hybrid e-CVT (218 к.с),34297,933900,Київ,Гібрид (2.5 л),Варіатор,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-rav4__1107995-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-rav4-1854943.html
Toyota Camry 2021 Comfort 2.5 D-4S АТ (207 к.с),29838,812481,Ужгород,Бензин (2.5 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-camry__1293557-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-camry-1864018.html
Toyota RAV4 2021 Live 2.0 Dual VVT-i CVT (173 к.с),28395,773200,Київ,Бензин (2.0 л),Варіатор,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-rav4__958495-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-rav4-1845848.html
Toyota Yaris 2021 Active 1.5i Hybrid e-CVT (116 к.с),23047,627570,Київ,Гібрид (1.5 л),Варіатор,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-yaris__1182040-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-yaris-1858591.html
Toyota RAV4 2021 Lounge 2.0 Dual VVT-i CVT (173 к.с) AWD,36540,995000,Київ,Бензин (2.0 л),Варіатор,Повний привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-rav4__1031250-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-rav4-1850591.html
Toyota Highlander 2021 Premium 3.5i Dual VVT-iW AT (249 к.с) DTC AWD-S,61035,1662000,Київ,Бензин (3.5 л),Автомат,Повний привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-highlander__1182013-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-highlander-1858589.html
Toyota Proace City 2021 1.5 D-4D MT (102 к.с) L2,20846,567640,Київ,Дизель (1.5 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/toyota-proace-city__1249092-341x224x70.jpg,https://auto.ria.com/newauto/auto-toyota-proace-city-1862058.html
