Назва,Ціна - $(USD),Ціна - грн(UAH),Місто,Тип палива,Трансмісія,Тип приводу,Пропозиції,VIN-код,Фото,Посилання
Opel Crossland X 2021 Enjoy 1.2 MT (82 к.с),18796,512940,Запоріжжя,Бензин (1.2 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland-x__1189362-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-x-1859025.html
Opel Crossland X 2021 Enjoy 1.2 MT (82 к.с),18296,499300,Запоріжжя,Бензин (1.2 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland-x__1189321-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-x-1859023.html
Opel Zafira Life 2021 Business Innovation 2.0 BlueHDi AT (180 к.с) L2,59180,1615050,Запоріжжя,Дизель (2.0 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-zafira-life__1189081-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-zafira-life-1859011.html
Opel Crossland 2021 Elegance Direct Injection Turbo 1.2 AT (110 к.с),24115,658120,Київ,Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland__1239642-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-1861587.html
Opel Grandland X 2020 Enjoy 1.5D 6MT (130 к.с) Start/Stop,24968,681390,Запоріжжя,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__1095234-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1848439.html
Opel Grandland X 2020 Enjoy 1.5D 6MT (130 к.с) Start/Stop,24151,659080,Запоріжжя,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__1095119-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1848804.html
Opel Combo Life 2021 Innovation 1.5 BlueHDi AT (130 к.с) L2 S/S,29334,800530,Запоріжжя,Дизель (1.5 л),Автомат,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-combo-life__1189382-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-combo-life-1859026.html
Opel Mokka 2021 Base 1.2 PureTech AT (130 к.с),24093,657500,Харків,Бензин (1.2 л),Автомат,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1255783-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1862882.html
Opel Grandland X 2020 Enjoy 1.5D 6MT (130 к.с) Start/Stop,25669,700530,Запоріжжя,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__1006850-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1849498.html
Opel Mokka 2021 Base 1.2 PureTech MT (101 к.с),21656,591000,Харків,Бензин (1.2 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1249673-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1860586.html
