Назва,Ціна - $(USD),Ціна - грн(UAH),Місто,Тип палива,Трансмісія,Тип приводу,Пропозиції,VIN-код,Фото,Посилання
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,75600,2063162,Тернопіль,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 25 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1251193-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862151.html
Volkswagen Touareg 2021 Elegance 3.0 TFSI AT (340 к.с) AWD,72800,1986748,Тернопіль,Бензин (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 25 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1251181-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862150.html
Volkswagen T-Cross 2020 Life 1.0 TSI DSG (115 к.с),22600,616765,Миколаїв,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1258219-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1862519.html
Volkswagen Golf 2021 Style 1.4 TSI AT (150 к.с),32770,894310,Миколаїв,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 70 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1241129-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1861667.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,74132,2023099,Івано-Франківськ,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1209269-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862238.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44999,1228045,Миколаїв,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1278076-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863318.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44700,1219885,Миколаїв,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1215173-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1860310.html
Volkswagen T-Cross 2021 T-Cross 1.0 TSI DSG (115 к.с),24950,680898,Хмельницький,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1103425-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1854410.html
Volkswagen Touareg 2021 Touareg 3.0 TDI AT (231 к.с) AWD,64273,1754042,Дніпро (Дніпропетровськ),Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1258690-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862537.html
Volkswagen Touareg 2020 Ambience 3.0 TFSI AT (340 к.с) AWD,76600,2090452,Одеса,Бензин (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1103535-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1851393.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,75500,2060433,Тернопіль,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 25 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1212069-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862154.html
Volkswagen Touareg 2020 Touareg 3.0 TFSI AT (340 к.с) AWD,60700,1656533,Одеса,Бензин (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__966202-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1846308.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44700,1219885,Миколаїв,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1278008-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863314.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44800,1222614,Миколаїв,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1247199-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1860733.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,75000,2046788,Тернопіль,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 25 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1212138-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862161.html
Volkswagen Touareg 2021 Elegance 3.0 TDI AT (286 к.с) AWD,76148,2078117,Дніпро (Дніпропетровськ),Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1258642-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862534.html
Volkswagen Touareg 2021 R-Line 3.0 TFSI AT (340 к.с) AWD,79458,2168449,Миколаїв,Бензин (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1232614-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1863335.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41787,1140388,Київ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1273421-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1863126.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),30995,845869,Миколаїв,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1160675-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1863544.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30454,831105,Хмельницький,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1258320-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1862523.html
Volkswagen Touareg 2021 Touareg 3.0 TDI AT (231 к.с) AWD,64247,1753333,Дніпро (Дніпропетровськ),Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1258752-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1862531.html
Volkswagen Golf 2021 Life 1.4 TSI AT (150 к.с),27000,736844,Хмельницький,Бензин (1.4 л),Автомат,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1231324-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1861071.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,42226,1152369,Хмельницький,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1257044-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1862443.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,42200,1151659,Хмельницький,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1180768-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1858534.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,46260,1262459,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1187266-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1858911.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,45360,1237897,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1190147-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859063.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44200,1206240,Миколаїв,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1157521-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1857466.html
Volkswagen T-Roc 2021 Style 1.5 TSI DSG (150 к.с),27930,762224,Івано-Франківськ,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__570819-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1863206.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,41700,1138014,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1174097-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1858265.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,49042,1338381,Хмельницький,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1288339-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1863795.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,73701,2011337,Хмельницький,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1231081-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1861061.html
Volkswagen T-Cross 2021 Style 1.0 TSI DSG (115 к.с),28685,782828,Дніпро (Дніпропетровськ),Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1242797-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1861745.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,44780,1222069,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1192710-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1859252.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,45653,1245893,Одеса,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 10 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1221952-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1860633.html
Volkswagen T-Roc 2020 Style Limited 1.5 TSI DSG (150 к.с),27199,742274,Хмельницький,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1186572-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1853675.html
Volkswagen Touareg 2021 R-Line 3.0 TFSI AT (340 к.с) AWD,79300,2164137,Миколаїв,Бензин (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Користується популярністю / Під замовлення - 29 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1167956-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1860491.html
Volkswagen T-Roc 2021 Sport 1.5 TSI DSG (150 к.с),31040,847097,Одеса,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1173584-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1857537.html
Volkswagen Crafter груз. 2021 HD 35 2.0 TDI MT (140 к.с) LR,36500,996103,Хмельницький,Дизель (2.0 л),Механічна,Задній привід,Краща ціна / Гарантія до 4 років / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-crafter-gruz__1248182-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-crafter-gruz-1862002.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,52915,1444077,Івано-Франківськ,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 45 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/newauto_photos/volkswagen-arteon__811229-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1862242.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,52897,1443586,Івано-Франківськ,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 45 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/newauto_photos/volkswagen-arteon__811220-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1862241.html
Volkswagen T-Roc 2020 Style 1.5 TSI DSG (150 к.с),27600,753218,Одеса,Бензин (1.5 л),Автомат,Передній привід,Краща ціна / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1041974-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1851087.html
Volkswagen Touareg 2021 Touareg 3.0 TDI AT (231 к.с) AWD,63400,1730218,Одеса,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 60 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1158910-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1857550.html
Volkswagen T-Cross 2021 Life 1.0 TSI DSG (115 к.с),24800,676804,Хмельницький,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1113036-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1855195.html
Volkswagen Golf 2021 GTI GTI 2.0 TSI DSG (245 к.с),42778,1167433,Дніпро (Дніпропетровськ),Бензин (2.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1258377-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1862525.html
Volkswagen Crafter груз. 2021 HD 35 2.0 TDI MT (140 к.с) MR,37415,1021074,Миколаїв,Дизель (2.0 л),Механічна,Передній привід,Гарантія до 4 років / Кредит до 3 років під 0% / Під замовлення - 10 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-crafter-gruz__1274651-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-crafter-gruz-1862424.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,74400,2030413,Миколаїв,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1169708-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1860499.html
Volkswagen T6 (Transporter) пасс. 2021 City 2.0 TDI MT (150 к.с) L2H1,43990,1200509,Миколаїв,Дизель (2.0 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t6-transporter-pass__1274805-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t6-transporter-pass-1863185.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30290,826629,Тернопіль,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1232998-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1861166.html
Volkswagen T-Roc 2020 Style Limited 1.5 TSI DSG (150 к.с),27200,742302,Хмельницький,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1092320-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1853696.html
Volkswagen Crafter груз. 2021 HD 35 2.0 TDI MT (140 к.с) LR,37108,1012696,Одеса,Дизель (2.0 л),Механічна,Задній привід,Гарантія до 4 років / Кількість обмежена / Кредит до 3 років під 0% / Користується популярністю,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-crafter-gruz__1279079-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-crafter-gruz-1863363.html
Volkswagen Caddy груз. 2021 2.0 TDI MT (102 к.с) SCR/AdB,25700,701366,Миколаїв,Дизель (2.0 л),Механічна,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-gruz__1247537-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-gruz-1861962.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,46573,1271000,Київ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1188151-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1858965.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,31422,857522,Одеса,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1279090-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1863365.html
Volkswagen Golf 2021 R-Line 1.4 TSI AT (150 к.с),34575,943569,Одеса,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1248572-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1862020.html
Volkswagen T-Roc 2020 Style 1.5 TSI DSG (150 к.с),28852,787386,Одеса,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1103657-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1854420.html
Volkswagen Tiguan 2021 R-Line 2.0 TSI DSG (220 к.с) 4Motion,50500,1378170,Миколаїв,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1156057-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1857113.html
Volkswagen Caddy груз. 2021 Basis New 2.0 TDI MT (75 kw) Maxi,25766,703167,Дніпро (Дніпропетровськ),Дизель (2.0 л),Механічна,Передній привід,Гарантія до 4 років / Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-gruz__1278688-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-gruz-1863348.html
Volkswagen Tiguan 2021 Elegance 2.0 TSI DSG (220 к.с) 4Motion,42069,1148079,Київ,Бензин (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-tiguan__1188159-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-tiguan-1858966.html
Volkswagen Caddy пасс. 2021 Trendline New 2.0 TDI MT (75 kw),27012,737171,Дніпро (Дніпропетровськ),Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1278599-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1863344.html
Volkswagen Touareg 2021 R-Line 3.0 TFSI AT (340 к.с) AWD,75500,2060433,Миколаїв,Бензин (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1157476-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1857463.html
Volkswagen Touareg 2021 Touareg 3.0 TDI AT (231 к.с) AWD,61300,1672908,Тернопіль,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1131521-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1860525.html
Volkswagen Caddy груз. 2021 2.0 TDI MT (102 к.с) SCR/AdB,25710,701639,Миколаїв,Дизель (2.0 л),Механічна,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-gruz__1252146-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-gruz-1862211.html
Volkswagen Touareg 2021 R-Line 3.0 TDI AT (286 к.с) AWD,77500,2115014,Миколаїв,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1174598-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1858288.html
Volkswagen Touareg 2021 Ambience 3.0 TDI AT (286 к.с) AWD,74210,2025228,Миколаїв,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1169708-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1858049.html
Volkswagen T-Cross 2020 Life 1.0 TSI DSG (115 к.с),24800,676804,Миколаїв,Бензин (1.0 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-cross__1161265-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-cross-1857665.html
Volkswagen Touareg 2020 Base 3.0 TDI AT (286 к.с) AWD,64800,1768424,Одеса,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__1103587-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1851084.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,57700,1574662,Одеса,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1252410-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1862221.html
Volkswagen Golf 2021 Life 1.4 TSI AT (150 к.с),28596,780399,Хмельницький,Бензин (1.4 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-golf__1227230-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-golf-1860913.html
Volkswagen T-Roc 2021 Style 1.5 TSI DSG (150 к.с),28575,779826,Миколаїв,Бензин (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-t-roc__1214615-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-t-roc-1860285.html
Volkswagen Caddy пасс. 2021 2.0 TDI MT (102 к.с) SCR/AdB,30700,837818,Миколаїв,Дизель (2.0 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-caddy-pass__1249482-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-caddy-pass-1861031.html
Volkswagen Arteon 2021 R-Line 2.0 TDI DSG (200 к.с) 4x4,56432,1540058,Одеса,Дизель (2.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-arteon__1252386-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-arteon-1862219.html
Volkswagen Touareg 2021 Elegance 3.0 TDI AT (286 к.с) AWD,72900,1989477,Миколаїв,Дизель (3.0 л),Автомат,Повний привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/volkswagen-touareg__422890-341x224x70.jpg,https://auto.ria.com/newauto/auto-volkswagen-touareg-1860501.html
